746.8	834.2
794.4	893
726.7	803.7
708	746.8
672.6	756.5
614.7	762.4
614.7	745.2
504.3	710.6
514.6	692.9
535.9	696.6
584	674.3
545.1	560
419.1	415.9
387	397.1
363.4	392.6
343.5	366.9
329.7	349.6
313.4	376
315.5	438.2
325.9	511.6
519.1	521.5
513.4	533
636.8	597.9
736.9	690.1
795.6	809.6
870.5	861.9
752	801.3
726.9	736
687	707.2
662.2	725.6
662.6	712
595.8	653.1
585.6	599.4
573.9	599.4
640.1	643.3
563.3	591.7
401.5	439.6
383.8	415.8
370.9	411.9
344.1	372.9
332.5	354.9
325	379.2
320.4	372.7
335.3	479.6
491.9	515.3
490.8	516.9
638.6	624.9
757.9	700.8
806.2	860.7
851.6	928.7
754.8	825.5
684.6	816.1
675.8	784.4
639.2	782.4
631.6	737
605.8	709.7
553.2	638.6
542.3	609.5
602.8	663.6
534.7	622.5
402.1	496.7
389	480
366.8	452.5
349.7	393.7
336.2	370.5
327	412.2
321	516.9
321.6	523.3
534.9	508.5
528.6	515.8
651.2	606.4
732.5	717.4
779.1	841.7
845.4	917.5
719.7	798.6
657.4	775.3
692.3	755.4
652.7	687.1
615	573.4
524.3	532.4
542.4	498.1
580.6	425.4
601.2	477.3
542.5	421.8
416.1	353.1
395.5	343.9
390	341.5
359.2	325.4
336.5	321.9
327.4	322
322.1	323.3
339.3	326.2
504.1	333.6
490.5	355
648.1	361.6
755.2	367.5
790	365.4
859.4	359.2
739.9	346.5
704	321.9
663.9	289.7
668.2	312.6
665.6	313.5
585.4	310.3
507	318.4
458.6	337.2
508.7	340.5
432.6	341.2
351.4	346.8
337.8	350.9
330.3	349.3
326.3	336
320.8	334.4
325.2	329.6
321.2	327.3
320.2	331.8
319.4	329.5
322.4	325
325.5	337
327.5	354
323.6	345.6
318.6	331.9
302	321
284.5	314.6
285.4	303.2
302.4	308.5
290.1	297.3
265.6	311.5
282.7	328.9
293.9	344.8
319.3	361.4
319	376.4
324.9	375.2
325.4	362.4
333.1	361.1
335.1	337.3
333.6	331.4
330.9	375.2
329.6	427.8
330.9	448.1
332.9	462.8
334.4	486.3
339.7	606.6
344.7	683.3
338.5	844.9
328.3	903.3
320.8	804.3
298.5	731
288.8	727.7
287.6	666.7
288.3	592.6
302.4	569.4
321.1	570.3
327.1	590.5
348.8	636.7
345	585.4
359.7	445.9
360.6	443.2
343.1	415.3
339.8	378.7
334	357.3
499.6	382.4
511.5	374.1
513.2	408.1
563.1	512.2
547.8	514.8
696.2	608.8
802.4	706
839.8	834.8
895.8	898
769.1	817.1
737.7	739.7
741.2	705.2
682.4	663.3
637.5	647.9
536.7	621.7
543.5	610.6
564	606.9
630.6	651.4
567.2	595.4
424.6	473.8
417.4	458.1
398.8	447.5
373.4	415.6
348.1	393.9
338.4	367.6
341.3	361.8
484.2	381.7
521.3	453.5
515.8	480.5
668.9	590.5
779	685.9
845.5	822.5
907.1	896.6
804.7	830
807.9	808.8
750.6	789.2
686.3	715.4
707	637.5
569	604.6
591.2	603.8
613.5	591.5
634.8	604.6
557.2	558.7
420.8	412.3
396.7	393.5
385.8	391
370.3	359.3
354.8	343.3
339.6	366
345.8	356.4
510	376
565.9	428.5
547.7	520.3
676.9	601.3
755.7	643.7
813.1	788.6
886.3	857.6
792.2	796.4
757.8	779.3
740.7	804.8
722.9	708.4
681.7	629.2
533.3	575.2
548	562.8
592.4	567.3
629.6	612.3
573.6	559.7
449.8	433.1
435.2	411.8
405.2	400.2
368.6	367.6
335.6	342.6
329.7	361
336.7	354.6
474.4	367.5
499.6	439
487.2	493.1
645.2	595.1
741.9	647.8
814.9	766.4
875.6	836.4
806.7	699.8
768.5	629.2
736.7	601.8
700.4	604.6
682.5	576.6
578.8	524
522.2	510.1
570.5	479.6
609.4	488
613.9	454.4
494.3	358.3
499.1	368.7
488.9	357.5
446.3	334.3
412.6	329.9
402.7	320.6
436.4	318.8
460.3	319.9
512.1	319.3
555	320.9
710.2	328.5
800.2	343.1
815.6	342.2
879.3	332
850.2	338
794.5	325.8
764.5	323.3
705.9	309.3
715.9	295.2
634.9	300.8
591.9	323.3
565.1	330.2
590.9	341.8
538.3	336.1
445	334.8
440	334.5
428.6	338.5
417.4	317.2
400	314.9
404.9	315.7
407.6	312.3
413.1	315.1
415.7	319
411	317.6
416.5	319.3
399.3	335.3
401.3	337.8
394.5	336.9
361.3	324.1
322.3	305.7
292	299.9
298.9	292.6
299.7	294.7
326.7	301.2
324.9	323.2
328.8	346.6
348.8	344.9
340.1	353.7
335.1	354
333.8	351.9
330.6	345.3
325.5	334.8
316.4	338.1
355.2	368.4
350.9	367.8
344.8	400.6
334.3	452.4
330.2	483.3
345	611.5
341	676
344	814.8
339.6	893
340.4	807.3
341.5	768.5
318.6	676.3
315	646.3
294	628.4
299.1	601.2
309.9	621.2
319.3	609
337.4	653.2
338.5	604.9
339.3	466.8
342.5	408.5
337	394.3
334.4	375.1
390.6	352.7
528.7	365.7
525.7	392.2
520.5	433.6
560.6	454.1
561.2	530.5
696.5	613
779.8	752.2
824.9	855
897.1	916
836.3	780.3
799.8	724
783.4	723.9
737.6	729.1
726	697.3
650.5	662.5
638.1	654.7
647	666.2
628.1	677.7
566.3	612.1
431.3	495.9
421.2	477.8
434.6	464.6
418.7	405
403.6	379.2
418.2	420.9
426.8	510.8
476.4	503.5
539.3	511.7
536.1	553.3
676.2	633.7
773.5	715.3
836.5	865.8
888.8	935.7
828.5	830.9
757.1	829.3
746.4	833.6
696.2	800.6
684.7	790.2
629.1	737.5
630.1	751.1
671	722.4
692.9	716
570.8	593.1
466.1	453
448.4	451
389.6	438.6
366.8	389
359.7	365.1
475.4	412.4
457.8	485.1
439.6	476.9
477.7	496.9
468	510.3
646.4	610.6
760.7	756.8
821.6	880.2
889.7	926.8
818.7	846.9
747.3	811.3
722.5	820.1
681.3	787
667.2	763
525.9	709.6
525.4	707.9
561.9	728.8
621.2	707.3
518.5	592
417	455.5
403.3	451.6
388.8	433.3
368.2	402.8
348.1	371.4
486.3	401.2
476.1	493.9
512.6	485.9
511.5	505.2
516	531.7
664.8	630.9
751.2	736.8
783.6	858.2
853	909.5
753.9	803.4
721.8	770.7
696.5	766.8
600.8	770.2
523.4	717.4
427.5	671.1
420.9	574.9
418.5	450.6
458.6	492.5
410.9	460
339	383.7
346.2	381.5
330.3	384.2
315	366.5
308.5	337.5
309.6	335.1
304.1	331.9
305.9	327.7
304.6	462.4
322.6	610.6
330.4	707.9
343	697.7
329.5	719.4
328.2	447.4
319	331.7
303.8	318.1
280.5	315.9
273.2	305.4
267.4	307.9
275.4	327.7
300.8	339.4
310.2	347.2
329.4	360.1
340.5	360.5
332.6	370.3
338	363.2
335.9	350.3
324.6	334.5
319.2	331
313.5	330.5
314.2	330
315.6	346.3
314.1	510.8
320	507.6
328.2	504.9
331	605.9
329.7	651
311.4	435.7
287.9	324
277.3	286.3
258	273.1
264	283.4
257.6	280.2
273.1	307.1
296	322.8
312.9	374.6
324	481.6
330.5	481.9
323.5	492.3
328.3	491
318.3	481.5
314.3	470
312.1	494.1
309.5	598.7
305.8	594.1
305.5	496.9
305.1	484.6
302.5	501.4
313.9	609.2
390.6	727.5
353.2	849
333.9	933.1
325.5	830.3
331.2	791
322.6	781.2
330.9	777.8
304.1	753.6
302.6	783.9
308.5	827.5
313.6	811.4
321	830.9
323.1	748.9
324.1	573.7
327.5	531.2
322.7	546.2
309.1	520.5
310.6	506.6
304	541.6
322.8	637
322.8	504.9
306.6	615
306.8	653.6
320	737.8
336.1	720.7
323.3	838
328.6	918.3
321.9	892.2
331.3	862.5
307.2	848
289.5	829.4
279.6	811.6
287.1	772.7
296.5	766.7
300.6	702.1
326.8	702.7
354.6	665.4
356.6	527.1
351.7	518.1
343.1	511.7
337.9	481
396.1	468.7
441.4	501.9
442.9	548.2
510.4	600.8
564.3	586.7
551.9	599.4
691.7	707.2
805.8	792.2
835.9	845.2
891.4	903.6
783.5	859.9
718.2	817.6
710.7	779.1
620.8	783.6
577.6	732.1
532.5	663.6
563.6	680.8
591.6	692.4
629.7	677.2
564.3	603.8
432.8	449
409.3	508.6
390.3	510.3
366.1	483.4
338.4	466.9
328.4	512
333.6	543.2
357.1	579.8
457	624.7
486.2	649.8
637.1	702.8
741.3	781.2
827	841.7
900.5	897.7
780.3	817.1
754.8	790.2
710.4	744
649.8	716
632.8	680.9
586	587.5
552.5	549.2
552.4	553.4
597.8	606.4
557.5	579.8
429.3	436.4
402.2	423
379.6	401.1
360.2	375.9
338.7	353.3
339.4	380.1
474.9	400.2
465.9	478.1
497.4	486.6
481.1	514.2
637.4	589.7
751.5	683.9
801.7	784.6
879.7	872.3
764.2	758.1
723.1	720.5
689.8	656.5
557.8	591.1
551.9	554.1
501.8	500.1
512.4	483
547.6	466.8
588.3	497.6
538.3	446.1
404.4	351.2
385.7	349.8
376.8	352.1
356.9	339.9
334.7	327.7
329.7	326.6
326.9	326.3
413.4	324.8
509	329.6
519.7	329.1
624.6	329.2
738.7	343.4
799	353
859	347.5
713	348.7
668.3	312.3
595.4	283.6
533.8	284.4
530.2	272.5
480.7	287.3
466.3	305.9
437.1	321.8
466.7	340.6
410.8	352.1
325.1	415.4
312.1	462.9
306.7	454
304.9	434
303.6	433.5
301.3	451
296.8	449.1
288.6	452.7
289.6	449.2
291.4	451.6
371.1	453.4
317.8	460.2
297.1	463
299.1	456.7
283.7	436.4
275.7	425.3
263.8	410.6
259.7	413.9
267.4	400
293.1	414
297	421.3
298.9	426.3
303.1	452.2
304.1	472.7
305.8	478.7
308.3	487.7
309.3	492.9
305.9	481.6
307.1	485.7
306.4	608.4
315.3	598.9
321.2	599.2
304.1	591.6
301.3	600.4
303.3	749.6
311.5	789.7
302.3	864.2
298.5	937.9
286	876.1
283.3	861.8
294.6	820.7
298.6	818
293.7	807
275.9	729.9
287.6	719.9
302.8	715.6
310	728.9
308.4	603.3
310.8	573.8
313.2	565.5
310.2	544.4
316.6	524.9
313.3	506.8
326	553.5
436.6	640.7
456.7	629.6
490.3	637.7
470.6	664.9
615.8	732.5
742.8	833.4
766.3	903
841.2	954.9
717.6	866.5
687.1	834.8
639	829.2
549.2	805.7
555.3	805.2
503.9	765.6
515.2	765.3
555.1	741.2
603	724.2
546.8	694.2
408	542.9
383	525.8
372.4	525.6
349.5	498.7
328.6	483
315.5	505.1
318.7	609.6
399.8	583
435.7	583.1
495.6	635
654.1	720.5
726.5	808.3
791.3	841.4
864.2	901.1
744.4	828.6
730.6	806.5
680.6	806.7
552	777.1
556.9	779.9
514.1	747.9
508.3	748
542.1	757.4
579.5	776.5
540.5	662.4
413.8	560.2
383.4	554.2
367.9	521.4
354	481.9
328.5	469.9
317.4	496.9
335.2	604.2
391.9	595.8
463.6	633.3
480.3	650.5
622.1	698.8
726.9	801.4
758.2	866.1
840.7	915.4
750.5	842.1
714.4	826.8
672.7	801.4
603.1	772.4
606.8	732.1
559.5	658.1
566.7	664.5
593.5	670.1
616.4	662.7
563.5	602.1
423.4	462
401.8	434.1
378.3	504.7
363.3	484.1
344.5	461.9
330.6	486.5
331.4	515.9
401.8	608.5
462.8	587.8
528.2	582.5
673.6	662.6
728.5	766.9
763.8	831.6
862.9	879.2
732.9	769.4
707.8	715
651.4	655.2
560.8	595.9
549.3	545.2
512.4	510.1
524.8	493
558.2	444.1
609.2	466.5
585.7	440.8
476	348.5
474	343.6
460	338.6
434.5	317.6
414.3	315
407.3	313.1
405.5	310
411	313.7
527.2	314.8
517.9	313.9
676.6	318.2
777.1	322.2
770.8	333
856.9	329.4
712.1	327.8
717	328.6
682.6	321.4
633.6	316.6
656.4	305.3
512.4	317.4
486.3	328.8
439.2	333.1
482.5	342.2
439.7	335.4
361.4	338.9
358.5	356.8
339.7	344.7
326.3	337.9
316.5	416.2
330.5	459.3
313.1	451.5
314.4	444.5
315.1	438.7
317.5	438.7
326.5	451.4
333	459.9
334.5	460.6
325.9	428.3
310.2	319.4
312.7	322.7
288	316.8
281.8	304.2
271.5	305.6
276.5	335.9
293.2	345.5
297.7	355
321.5	358.1
331.4	348.2
342.5	345.9
339.8	348.9
331.3	352.6
317.7	369.9
315.1	370.6
309	626.8
309.5	613.2
307	627.5
306.6	602.2
312.2	621.3
316.9	714.3
326.1	800.2
326.7	871.1
318.5	916.9
291.4	825.2
290.6	818.3
276.5	863.9
265	854.2
256.6	801.7
268.9	745.2
281.9	759.6
293.2	673.4
323.4	668.1
357.7	594.1
351.2	444.8
355.4	425.1
357.2	421.9
355.8	403.9
346.2	380.9
412.7	550.3
473.6	672.1
475.3	650.5
537.1	629.4
529.4	630.6
685.2	721.8
765.5	800.6
775.2	861.6
861.5	921.1
746.2	796.7
718.3	746.1
666.2	734.2
603.7	717.8
605.9	672.7
552.8	631.8
554.8	635.7
595.3	593.7
616	608.7
567	568.7
447.2	435.5
422.5	418.3
388.9	411.9
364.3	476.6
339.7	449.6
338	473.9
366.8	472.2
479.6	486.2
505.6	567.2
488.5	581.6
634.9	674
733.2	793.6
784.5	841.6
871.3	873.9
739.3	726.1
691.4	659
659.8	595.7
620.1	588.9
609.3	545.1
577.3	441.6
596.1	425.2
608.9	410.6
646.9	452.3
560.5	404.4
412.7	358.3
389.8	365
382.4	352.1
344.7	331.1
325.8	315.5
328.9	314.7
333.3	318.7
326.9	311.5
319.1	314.2
327.2	311.4
363.7	320.6
386.8	329.4
379.3	325
402.6	318.3
370.4	326.7
365.9	298.1
340.2	290.7
315.8	287
321.8	291.3
328	289.2
334.5	295.8
341.8	307.7
352.9	318
350.6	322.3
353	329.2
354.3	341.5
350.4	338.8
337.3	318
336.1	310.8
375.2	312.3
442.5	303.8
428	300.9
517.4	304.9
517.8	305.5
640	315.5
714.4	327.8
741.8	333.6
855.7	331.7
765.2	309.2
720.4	311.3
690	309.6
642.8	280.1
624.5	292.1
569.7	285
569.8	287.7
560.6	304.1
587.4	320.8
524.7	324.1
454	333.3
432.9	336.3
407.3	331.9
385.8	320.9
368.8	315.1
363	309.2
363.1	308.2
376.7	311.5
514.9	309.2
509.6	309.7
647.9	321.8
712.9	327.4
713	333.5
783.3	332.7
687.1	289.5
610.3	289.4
553.3	274.1
519.2	261.3
500.9	267.4
456.8	274.4
460.9	287.7
420	294.1
448.8	313.1
390.4	320
312.3	329.3
307.9	323
299.9	328.6
294.4	322.3
289.7	320.5
288.7	318.5
287.1	312.7
288.3	313.2
291.2	313.3
289.6	309.5
291.1	313.2
301.7	328.9
297	389.1
287	317.1
260.8	297.7
249	289.7
239.7	278.8
237.9	284.4
229.8	291.3
243.8	303.5
258.6	310.6
266.8	311.6
283.9	317.7
303.7	322
300.8	324.9
303.4	327.9
303.4	330.9
302.3	330.5
298.9	331.2
295.1	369.9
297.1	398.4
298.6	432.6
301.3	475.6
300.6	498.7
298.1	589.8
305.9	732.7
298.7	841.2
295.3	888.9
273.4	732
266.9	642.5
243.9	613.2
246.1	606
239.7	586.1
260.4	559.9
281.9	569.4
294.9	555.1
296.5	606.1
304.1	584.9
304.2	459.4
304.9	452.4
302	421.6
309.7	378.6
309.7	352.6
310	343.1
304.2	340.6
315.7	391.4
430.1	501.8
436.3	525.3
624	581.6
712.4	686.3
729.9	738.4
808.2	851.8
719.9	748.6
627.5	653.1
587.4	608.9
535.1	599.9
527.3	583.8
503.9	548.7
518.3	543.5
550.6	559
598.2	632.6
545.7	584
428.5	457.2
406.9	441.6
399.1	426.7
365.8	389.2
332	376.4
324.6	444.2
320	432.9
426.7	442.5
466.1	432.3
489.7	526.9
663.7	598.3
742	685.6
766.8	778.6
842.3	856.1
715.3	749.3
689.1	712.2
635.2	723.1
563.3	687.4
551.7	661.4
501	624.5
511.3	616.1
555.2	588.5
586.4	618.2
562.5	563
432.8	455.3
407.2	438.6
382.7	410
356.9	388.1
335.6	358.2
326.3	340.5
317.8	336.4
324.8	405.2
394.8	494
508.4	505.8
635.2	586.7
713.6	705
744.2	783.3
853.6	824.4
730.5	705.2
692.8	676
658.8	629
627.2	605.6
674.4	588.3
615.4	531.3
581	512.8
569.3	518.1
601.6	593.2
543.9	549.7
381.5	433.3
395.9	418.5
380.5	413.6
349.7	382.8
330.9	360.1
318.5	351.7
312.1	350.6
319.1	390.1
364.3	436.5
445.1	513
650.1	598.8
728	699.4
754.9	748.6
844.4	843.4
709.9	750.2
689.7	601.7
604.4	590.2
574.4	579.6
546.7	519.8
478	507.8
492	495.5
527.9	468.6
563.1	469.3
531.1	438.6
413.7	353.8
390.7	350.7
366.7	349.6
346.1	332
332.1	322.4
324.4	320.4
314.1	320.5
329.5	319.5
435.7	319.4
488.6	318.7
633.2	328.4
732.8	343.7
736.9	337.6
820.6	336.2
678.6	337.6
580.3	327.4
559.6	320.4
512.4	305.4
508.6	308.2
467.2	298.9
447.4	325.5
409.3	329.9
442.8	338.9
413.1	343
335.6	333.8
329.2	345.4
320.2	327.9
314.9	321
303.3	312.2
297.3	314.4
295.4	310.7
298	311.3
293.6	310.9
294.8	309.1
295.6	313
304	327.9
302.6	328.7
292.6	329.7
273.3	320.1
265.4	303.6
251.9	293.2
252.1	292.4
241.2	294.4
253.6	293.1
292.1	306.2
294.7	304.2
309	318.8
320.9	335.6
319.9	335
322.8	343
317.7	346.8
307.5	327.2
301.7	325.3
299	316.4
297.9	315.9
303.4	351.7
298.7	374.5
296.4	460.2
303.3	573.2
313	666.9
314.6	738.4
302.8	847.8
298.8	730.7
291.7	570.4
276	610.7
266.7	604.9
259.1	585.5
269.9	559.7
292.1	540
298.5	523.2
312.3	577.8
326.2	544.2
318.9	428
319	419.3
307.2	407.6
305	366.7
301.2	338.6
299.6	329.5
297.8	322.5
315.9	351.7
431.2	387.3
451.6	417.1
649.5	539.6
740.8	667.3
762.1	738.8
841	813.1
745.1	698.4
641.3	613.9
577.5	643.2
532.5	634.4
525.4	614.4
494.8	574.4
487.3	550.9
523.2	549.2
561.3	575.8
536.1	544.1
402.3	422.9
389.6	416.7
376.7	405.8
344.4	363.5
318.5	331.8
310.9	323.5
303.3	319.4
311.4	346.7
363.2	366.4
433	413.6
609	507.9
750.3	621.1
741	681.1
823.7	775.2
691.7	693.7
578.6	664.7
533.7	682.7
533.2	675.1
491.1	671.2
450.7	613.2
461.8	570
500.2	485.2
536.2	508.8
486.4	465.3
366.6	360.8
356.8	354.3
347.3	341.2
322.6	336.5
309.6	325.3
304.2	318.5
300.8	316
300.3	312.6
299.9	312.3
300.5	318.5
304.9	320.4
313.6	334.3
306.4	377.6
309.1	371.6
308.8	310.1
420.6	293.9
407.7	277.5
290	273.3
296.2	268.8
304.3	283.4
297.5	302.4
318.1	316
308.1	333.3
311.7	327
309.2	331.1
313.9	337.1
316	332
311.9	322.1
305.5	311.3
301.6	310.4
299.6	308.7
310.1	351.6
475	338.6
470.6	380.1
653.7	560.6
707.9	653.5
744.2	735.7
849.7	807.6
756.6	685
736.7	547.6
717.2	582.2
664.9	585.9
603.9	506.7
542.7	443.5
550.7	440.1
569.1	465
558.9	477.9
515.8	426.8
390.7	361.8
365.9	367.3
351.5	354.2
324.3	334.5
308.9	318.5
305.1	317.2
302.8	315.1
309.5	314.1
380.1	320.1
454.9	314.1
632	321.9
700.5	338.7
716.9	329.9
797.1	320.8
689.4	303.8
576.1	299.7
541.8	283.1
514	272.3
475.4	267.6
426.4	272
424.7	274.8
411.1	284.6
434.3	294.9
391.4	304.8
315.6	314.6
320.9	320.3
315.2	318.5
308.3	311.5
300.3	313.3
298	310.6
297.8	307.2
297.5	310.4
297	308.1
297.5	313.9
297.2	311.7
305.6	314.4
296.8	309.7
287.3	306.6
273.1	296.5
259	272.6
237.9	259.7
244.4	266.6
240.1	256.2
240.2	261.5
255.3	275.6
267.6	298.5
283.7	307.4
294.3	319.1
299.9	327
299.5	334.3
296.3	335.2
296	330
296.8	326.7
299.5	320.6
298.5	320.5
302	349.2
299.4	346.5
299.4	396.6
301.7	526.6
311.2	615.1
303.2	707.3
293	739.7
286.3	602.6
267.3	591.7
251.4	614.8
254.8	601.4
245.4	590
248	545.2
255.9	523.9
271.8	527.4
286.6	589.7
293.8	549.3
297.2	429.3
295.1	414.3
292.1	405.9
292.3	361.1
297.3	335.6
296.1	326.3
294.4	319.3
321.5	350.9
507.2	347.4
501.6	389.1
616.6	562.4
668.7	649.3
698.3	746.9
807.5	822.9
722.9	655.4
686.3	618.3
650.3	618.2
524.9	606.5
489.1	589.8
453.3	544.7
474.1	540.9
518.9	537.3
569.5	598.5
536.8	548.6
411.1	441.7
386.1	427.9
363	418.4
335.9	376.9
320.6	352.5
312.5	340.4
308.1	337.7
311.7	354.8
359.8	350
451	374.9
630.9	531.4
717.8	680.8
733.6	757.3
819.2	820
726.3	643.3
706.1	628.8
683.2	635.6
572.4	635.1
534	637.3
478.6	600
486.8	579.8
528.1	568.2
576.5	624.7
533.4	576.5
399.3	433.1
377	426.1
362.5	386
335.9	359
322.4	339.5
317.6	346.4
314.4	350.7
320.7	383.9
371.2	374.9
461.2	399.2
631	520.6
726.8	712.3
740	791.2
802.4	867.7
716.9	779.8
699.1	750.4
698.8	706.4
685.9	667.8
582.1	664.9
489.2	632.4
514.1	583.2
519.6	552.2
569.4	605.6
539.3	553.3
401.2	433.7
390.7	419.2
371.1	411.6
356.3	375.6
333.5	344.9
313.1	337.9
313.1	323.4
312.9	354.7
344.8	356.5
530.6	416.6
667.7	541.6
714	644.2
729.1	748.8
797.4	795.5
688	667
642.4	631.9
563.7	620.6
499.9	606.9
492.3	582.3
465.3	536.3
481.7	514.2
507.6	482.1
558.9	457
510.1	429.7
387.8	364.5
374.2	361.9
355.4	346.9
330.4	321.7
309.3	313
301.6	309
300.7	307.2
308.4	327
359.7	323.8
499.3	310.5
613.1	322.5
681.7	328.7
707.9	318.5
778.4	307
593.4	292
512.4	283.9
465.3	271.8
420.3	272.3
434.7	259
413.2	262.2
427.9	259.7
411.4	271.3
412.1	289.3
397.5	295.3
327.2	300.6
323.5	321.2
314.1	312.3
299.4	307.5
292.8	307.1
284.2	305
285.2	309.3
288.5	305.8
290.1	308.6
292.7	309.8
293.9	308.4
303.8	307.4
301.4	305.3
292.8	287.7
287.5	269.5
274.2	253.7
266.5	249.1
258.4	250.6
243.3	241.2
243.6	241.2
263.8	254.7
282.9	271.8
298.7	291
308.8	308.3
305.9	319.1
302.3	322.8
302.6	321.8
291.9	308
288	308.4
287.9	304.5
287.3	300.3
286.2	336
287.5	341.3
287.6	381.5
287.9	582.6
302.2	680.2
300.2	739.5
285.4	784.4
269.6	623
267.6	557.8
251.5	556.4
250.1	524.7
245.4	502.1
262.7	454.5
288.6	462.9
299.4	474.8
301.5	550.5
298.6	519.7
303.8	407.5
307.1	392.8
300.3	388.2
292.6	349
286	325.2
283	322.6
282.4	316.7
281.1	314.2
327.7	344.8
327.1	359.1
419.1	444.6
635.2	626.8
678.7	718
758.9	774.9
591.8	609.6
525.1	570.4
505.5	559.3
480.1	522.8
472.9	506.7
440.5	456.9
453.4	469.4
498.8	482.4
516.2	554.4
508.1	527.6
378.5	402.4
359.4	381.9
353.7	361.7
329.5	330.7
305.4	308.3
300.2	308.8
293.6	305.6
294.9	305.3
325.9	326.9
332.3	345.3
429.7	445.5
645.9	613.9
681.6	693.1
722.1	715.4
580	572.7
552.9	537.9
543.8	530.9
503.8	501.5
476.6	501
458.3	454.8
470.2	452.7
466.7	477
468	548.6
486.3	522.6
377.1	406.8
364.2	381.5
350.3	363.3
329.7	343.5
312.7	316
301.1	308
300.4	309.7
300.4	300.7
332.2	328.8
339.3	344.5
448.2	411.7
608.2	498.4
699.4	658.4
725.5	711.6
572.5	585.5
504.4	577.3
478.9	589.8
456.4	554.2
461.1	551
440.1	491.4
439.5	501.8
449.6	505.1
464.9	575.6
471.8	533.9
371	401.5
359.8	391.1
351.3	370
326.7	347.9
307	325.1
303	317.1
301.3	312.4
297.3	304.5
298.5	330.6
309.8	340.1
367.7	411
503.8	555.6
658.3	698.5
791.7	755
603.5	690.9
513.7	642.5
497.6	667.1
463.9	658.4
456.9	630.6
451.4	593.3
474.4	572.9
467.1	479.2
475.4	484.8
458.8	409.5
371.2	329.1
355.7	325
346.1	323.6
322.7	308.6
304.8	297
300.4	299.2
298.9	296
297.4	300.3
297.2	300.3
309.2	298.8
381.5	306.5
495.7	309.5
688.4	308
748.2	300.7
551.8	295.8
477.7	272.4
469.3	259
443.3	255.7
441.5	252.2
419.5	250.4
410.7	276.6
389.4	289.7
392.1	292.4
385.7	299.1
317	306.1
308.8	299.6
304.8	303.2
296.9	295.6
292.8	292.3
288.7	295.5
285.1	292.6
285.9	292
285	294
285.9	288.6
284.2	292.1
285.9	294.6
283.6	288.8
288.3	286.9
280.9	276.6
277.7	260.7
264.1	271.9
242.7	291.1
239.7	290.3
243.1	288.7
