0.000	0.556	1.630	30.963	59.176
0.003	0.223	0.577	9.702	12.754
0.104	0.140	0.278	3.827	3.696
0.281	0.017	0.000	-0.053	0.000
0.517	0.000	0.000	-0.499	0.000
0.752	0.006	0.000	-0.184	0.000
0.856	0.000	0.000	-0.600	0.000
0.864	0.000	0.000	-0.600	0.000
0.779	0.006	0.000	-0.184	0.000
0.642	0.000	0.000	-0.600	0.000
0.416	0.078	0.009	1.258	0.842
0.000	0.151	0.322	4.375	4.430
0.000	0.027	0.000	0.078	0.000
0.000	0.476	1.428	27.091	49.227
0.000	0.556	1.630	30.963	59.176
0.000	0.435	1.294	24.618	43.044
0.000	0.455	1.361	25.854	46.136
0.000	0.556	1.630	30.963	59.176
0.000	0.373	1.110	20.907	33.769
0.000	0.331	0.998	18.538	28.184
0.000	0.352	1.054	19.671	30.677
0.000	0.352	1.054	19.671	30.677
0.000	0.274	0.774	14.495	21.049
0.000	0.352	1.054	19.671	30.677
0.000	0.274	0.774	14.495	21.049
0.003	0.295	0.886	16.516	24.616
0.101	0.264	0.718	13.484	19.265
0.284	0.285	0.830	15.505	22.833
0.508	0.373	1.110	20.907	33.769
0.258	0.202	0.510	8.180	10.376
0.271	0.223	0.577	9.702	12.754
0.279	0.243	0.644	11.462	15.698
0.187	0.455	1.361	25.854	46.136
0.086	0.455	1.361	25.854	46.136
0.024	0.649	1.852	35.101	70.235
0.000	1.222	3.604	57.739	128.455
0.000	1.931	6.072	75.749	183.092
0.000	1.746	5.430	71.860	171.320
0.000	1.135	3.358	54.766	119.417
0.000	1.222	3.604	57.739	128.455
0.000	1.053	3.111	51.633	111.583
0.000	1.135	3.358	54.766	119.417
0.000	1.746	5.430	71.860	171.320
0.000	1.377	4.020	62.198	142.010
0.000	1.135	3.358	54.766	119.417
0.000	2.117	6.743	79.246	194.154
0.000	2.664	8.409	87.226	220.838
0.000	2.280	9.946	98.654	258.883
0.000	0.352	1.054	19.671	30.677
0.000	1.012	2.988	50.051	107.778
0.009	1.053	3.111	51.633	111.583
0.020	1.480	4.423	65.171	151.048
0.033	2.899	9.990	97.363	253.690
0.058	2.126	9.934	98.916	260.072
0.096	1.816	9.912	99.439	262.451
0.187	3.000	9.923	96.174	250.123
0.138	3.000	9.923	96.174	250.123
0.030	3.000	9.789	94.985	246.555
0.012	2.435	9.957	98.393	257.694
0.000	1.352	9.900	99.990	265.509
0.000	1.816	9.912	99.439	262.451
0.000	2.736	8.599	87.987	223.454
0.000	0.424	9.900	99.918	269.076
0.000	2.808	8.790	88.748	226.070
0.000	3.000	9.588	93.201	241.204
0.000	1.662	9.901	99.701	263.640
0.000	0.000	10.000	98.816	267.040
0.000	0.733	9.900	99.942	267.887
0.000	0.733	9.900	99.942	267.887
0.000	2.280	9.946	98.654	258.883
0.000	2.808	8.790	88.748	226.070
0.000	0.000	9.933	99.696	269.418
0.000	2.435	9.957	98.393	257.694
0.000	3.000	9.588	93.201	241.204
0.012	3.000	9.588	93.201	241.204
0.061	2.435	9.957	98.393	257.694
0.136	2.899	9.990	97.363	253.690
0.243	0.000	9.922	99.780	269.656
0.278	2.744	9.979	97.869	255.316
0.192	3.000	9.923	96.174	250.123
0.243	2.953	9.170	90.270	231.302
0.134	1.507	9.900	99.962	264.829
0.217	2.664	8.409	87.226	220.838
0.000	1.816	9.912	99.439	262.451
0.000	2.375	7.639	83.384	207.947
0.000	1.532	4.624	66.657	155.566
0.000	1.177	3.481	56.253	123.936
0.000	0.587	1.697	32.342	62.862
0.000	1.177	3.481	56.253	123.936
0.000	0.773	2.299	40.618	84.980
0.000	0.711	2.076	37.859	77.607
0.000	0.649	1.852	35.101	70.235
0.000	0.970	2.865	48.470	103.973
0.000	0.373	1.110	20.907	33.769
0.000	0.496	1.495	28.328	52.319
0.000	0.243	0.644	11.462	15.698
0.000	0.373	1.110	20.907	33.769
0.000	0.274	0.774	14.495	21.049
0.047	0.233	0.610	10.463	13.943
0.115	0.393	1.166	22.144	36.860
0.337	0.140	0.278	3.827	3.696
0.242	0.130	0.233	3.399	3.221
0.716	0.311	0.942	17.527	26.400
0.365	0.274	0.774	14.495	21.049
0.128	0.274	0.774	14.495	21.049
0.395	0.140	0.278	3.827	3.696
0.086	0.120	0.188	2.971	2.745
0.000	0.295	0.886	16.516	24.616
0.000	0.171	0.409	5.897	6.808
0.000	0.068	0.000	0.830	0.367
0.000	0.120	0.188	2.971	2.745
0.000	0.274	0.774	14.495	21.049
0.000	0.192	0.476	7.419	9.186
0.000	0.161	0.367	5.136	5.619
0.000	0.264	0.718	13.484	19.265
0.000	0.130	0.233	3.399	3.221
0.000	0.435	1.294	24.618	43.044
0.000	0.476	1.428	27.091	49.227
0.000	0.805	2.411	42.144	88.752
0.000	0.233	0.610	10.463	13.943
0.000	0.435	1.294	24.618	43.044
0.000	0.526	1.562	29.583	55.490
0.054	0.202	0.510	8.180	10.376
0.299	0.099	0.098	2.114	1.794
0.283	0.393	1.166	22.144	36.860
0.476	0.476	1.428	27.091	49.227
0.410	0.331	0.998	18.538	28.184
0.404	0.223	0.577	9.702	12.754
0.360	0.171	0.409	5.897	6.808
0.107	0.213	0.543	8.941	11.565
0.051	0.295	0.886	16.516	24.616
0.000	0.476	1.428	27.091	49.227
0.000	0.202	0.510	8.180	10.376
0.000	0.233	0.610	10.463	13.943
0.000	0.311	0.942	17.527	26.400
0.000	0.213	0.543	8.941	11.565
0.000	0.223	0.577	9.702	12.754
0.000	0.213	0.543	8.941	11.565
0.000	0.078	0.009	1.258	0.842
0.000	0.109	0.143	2.542	2.269
0.000	0.192	0.476	7.419	9.186
0.000	0.233	0.610	10.463	13.943
0.000	0.680	1.964	36.480	73.921
0.000	0.773	2.299	40.618	84.980
0.000	0.393	1.166	22.144	36.860
0.000	0.274	0.774	14.495	21.049
0.000	0.274	0.774	14.495	21.049
0.061	0.331	0.998	18.538	28.184
0.230	0.526	1.562	29.583	55.490
0.267	0.556	1.630	30.963	59.176
0.414	0.587	1.697	32.342	62.862
0.346	0.476	1.428	27.091	49.227
0.230	1.429	4.221	63.685	146.529
0.157	1.053	3.111	51.633	111.583
0.062	1.274	3.727	59.225	132.973
0.000	1.687	5.229	70.564	167.396
0.000	1.635	5.027	69.268	163.472
0.000	1.480	4.423	65.171	151.048
0.000	1.635	5.027	69.268	163.472
0.000	0.970	2.865	48.470	103.973
0.000	0.742	2.188	39.239	81.293
0.000	0.556	1.630	30.963	59.176
0.000	1.808	5.632	73.156	175.244
0.000	2.055	6.519	78.212	190.705
0.000	1.869	5.848	74.452	179.168
0.000	2.736	8.599	87.987	223.454
0.000	2.447	7.838	84.419	211.396
0.000	2.736	8.599	87.987	223.454
0.000	1.808	5.632	73.156	175.244
0.003	3.000	9.520	92.553	239.150
0.031	2.881	8.980	89.509	228.686
0.147	3.000	9.923	96.174	250.123
0.306	3.000	9.990	96.769	251.906
0.409	3.000	9.722	94.391	244.772
0.678	2.736	8.599	87.987	223.454
0.727	3.000	9.655	93.796	242.988
0.569	3.000	9.360	91.031	233.918
0.575	1.635	5.027	69.268	163.472
0.295	2.744	9.979	97.869	255.316
0.000	3.000	9.520	92.553	239.150
0.000	1.931	6.072	75.749	183.092
0.000	1.808	5.632	73.156	175.244
0.000	1.222	3.604	57.739	128.455
0.000	1.222	3.604	57.739	128.455
0.000	1.094	3.234	53.214	115.388
0.000	1.429	4.221	63.685	146.529
0.000	1.635	5.027	69.268	163.472
0.000	1.053	3.111	51.633	111.583
0.000	1.480	4.423	65.171	151.048
0.000	1.053	3.111	51.633	111.583
0.000	1.135	3.358	54.766	119.417
0.000	1.532	4.624	66.657	155.566
0.000	1.135	3.358	54.766	119.417
0.000	1.222	3.604	57.739	128.455
0.053	1.222	3.604	57.739	128.455
0.356	1.583	4.826	67.972	159.548
0.660	1.094	3.234	53.214	115.388
0.790	1.012	2.988	50.051	107.778
0.878	1.094	3.234	53.214	115.388
0.893	1.993	6.295	77.045	187.016
0.778	1.993	6.295	77.045	187.016
0.657	2.447	7.838	84.419	211.396
0.389	2.953	9.170	90.270	231.302
0.000	2.447	7.838	84.419	211.396
0.000	1.993	6.295	77.045	187.016
0.000	1.480	4.423	65.171	151.048
0.000	1.687	5.229	70.564	167.396
0.000	1.222	3.604	57.739	128.455
0.000	1.808	5.632	73.156	175.244
0.000	0.556	1.630	30.963	59.176
0.000	1.429	4.221	63.685	146.529
0.000	1.053	3.111	51.633	111.583
0.000	1.094	3.234	53.214	115.388
0.000	0.587	1.697	32.342	62.862
0.000	0.587	1.697	32.342	62.862
0.000	0.243	0.644	11.462	15.698
0.000	0.455	1.361	25.854	46.136
0.000	0.476	1.428	27.091	49.227
0.003	0.847	2.523	43.725	92.557
0.094	0.680	1.964	36.480	73.921
0.244	0.970	2.865	48.470	103.973
0.510	1.480	4.423	65.171	151.048
0.676	1.177	3.481	56.253	123.936
0.587	1.326	3.850	60.712	137.492
0.286	1.053	3.111	51.633	111.583
0.200	2.055	6.519	78.212	190.705
0.298	1.532	4.624	66.657	155.566
0.000	0.805	2.411	42.144	88.752
0.000	1.429	4.221	63.685	146.529
0.000	0.393	1.166	22.144	36.860
0.000	0.711	2.076	37.859	77.607
0.000	1.094	3.234	53.214	115.388
0.000	1.326	3.850	60.712	137.492
0.000	1.274	3.727	59.225	132.973
0.000	1.135	3.358	54.766	119.417
0.000	1.931	6.072	75.749	183.092
0.000	1.687	5.229	70.564	167.396
0.000	1.746	5.430	71.860	171.320
0.000	1.687	5.229	70.564	167.396
0.000	1.053	3.111	51.633	111.583
0.000	1.053	3.111	51.633	111.583
0.000	1.177	3.481	56.253	123.936
0.079	1.222	3.604	57.739	128.455
0.321	1.746	5.430	71.860	171.320
0.590	0.556	1.630	30.963	59.176
0.773	0.805	2.411	42.144	88.752
0.783	1.222	3.604	57.739	128.455
0.839	1.135	3.358	54.766	119.417
0.734	0.618	1.764	33.721	66.548
0.538	0.970	2.865	48.470	103.973
0.238	1.746	5.430	71.860	171.320
0.000	0.888	2.635	45.307	96.362
0.000	0.711	2.076	37.859	77.607
0.000	0.373	1.110	20.907	33.769
0.000	0.223	0.577	9.702	12.754
0.000	0.455	1.361	25.854	46.136
0.000	0.373	1.110	20.907	33.769
0.000	0.476	1.428	27.091	49.227
0.000	1.012	2.988	50.051	107.778
0.000	0.773	2.299	40.618	84.980
0.000	0.435	1.294	24.618	43.044
0.000	0.526	1.562	29.583	55.490
0.000	0.435	1.294	24.618	43.044
0.000	0.373	1.110	20.907	33.769
0.000	1.532	4.624	66.657	155.566
0.000	0.254	0.678	12.473	17.482
0.025	0.254	0.678	12.473	17.482
0.231	0.847	2.523	43.725	92.557
0.522	1.177	3.481	56.253	123.936
0.707	0.711	2.076	37.859	77.607
0.653	0.711	2.076	37.859	77.607
0.760	0.496	1.495	28.328	52.319
0.757	0.254	0.678	12.473	17.482
0.605	0.254	0.678	12.473	17.482
0.380	0.213	0.543	8.941	11.565
0.000	0.171	0.409	5.897	6.808
0.000	0.140	0.278	3.827	3.696
0.000	0.078	0.009	1.258	0.842
0.000	0.017	0.000	-0.053	0.000
0.000	0.027	0.000	0.078	0.000
0.000	0.099	0.098	2.114	1.794
0.000	0.496	1.495	28.328	52.319
0.000	0.680	1.964	36.480	73.921
0.000	0.805	2.411	42.144	88.752
0.000	0.649	1.852	35.101	70.235
0.000	0.680	1.964	36.480	73.921
0.000	2.055	6.519	78.212	190.705
0.000	1.687	5.229	70.564	167.396
0.000	1.377	4.020	62.198	142.010
0.000	2.117	6.743	79.246	194.154
0.032	1.429	4.221	63.685	146.529
0.131	2.881	8.980	89.509	228.686
0.298	2.375	7.639	83.384	207.947
0.290	2.736	8.599	87.987	223.454
0.243	3.000	9.360	91.031	233.918
0.190	2.744	9.979	97.869	255.316
0.164	2.592	8.219	86.465	218.222
0.192	2.736	8.599	87.987	223.454
0.040	2.590	9.968	98.131	256.505
0.000	2.744	9.979	97.869	255.316
0.000	1.816	9.912	99.439	262.451
0.000	0.000	9.978	99.363	268.467
0.000	0.888	9.900	99.954	267.293
0.000	0.424	9.900	99.918	269.076
0.000	2.899	9.990	97.363	253.690
0.000	3.000	9.856	95.580	248.339
0.000	1.931	6.072	75.749	183.092
0.000	0.970	2.865	48.470	103.973
0.000	0.455	1.361	25.854	46.136
0.000	0.680	1.964	36.480	73.921
0.000	0.805	2.411	42.144	88.752
0.000	1.746	5.430	71.860	171.320
0.000	1.377	4.020	62.198	142.010
0.005	1.808	5.632	73.156	175.244
0.160	2.375	7.639	83.384	207.947
0.457	1.583	4.826	67.972	159.548
0.684	0.202	0.510	8.180	10.376
0.861	1.012	2.988	50.051	107.778
0.428	0.526	1.562	29.583	55.490
0.148	0.037	0.000	0.208	0.000
0.121	0.078	0.009	1.258	0.842
0.641	0.192	0.476	7.419	9.186
0.456	0.078	0.009	1.258	0.842
0.000	0.000	0.000	-0.600	0.000
0.000	0.048	0.000	0.339	0.000
0.000	0.233	0.610	10.463	13.943
0.000	0.264	0.718	13.484	19.265
0.000	0.264	0.718	13.484	19.265
0.000	0.556	1.630	30.963	59.176
0.000	0.970	2.865	48.470	103.973
0.000	1.480	4.423	65.171	151.048
0.000	1.222	3.604	57.739	128.455
0.000	2.117	6.743	79.246	194.154
0.000	2.117	6.743	79.246	194.154
0.000	1.931	6.072	75.749	183.092
0.000	2.808	8.790	88.748	226.070
0.000	2.447	7.838	84.419	211.396
0.000	2.375	7.639	83.384	207.947
0.039	2.808	8.790	88.748	226.070
0.079	3.000	9.453	91.792	236.534
0.155	2.447	7.838	84.419	211.396
0.258	1.532	4.624	66.657	155.566
0.641	1.377	4.020	62.198	142.010
0.465	1.094	3.234	53.214	115.388
0.460	1.746	5.430	71.860	171.320
0.183	1.635	5.027	69.268	163.472
0.021	2.881	8.980	89.509	228.686
0.000	2.590	9.968	98.131	256.505
0.000	3.000	9.722	94.391	244.772
0.000	2.808	8.790	88.748	226.070
0.000	2.953	9.170	90.270	231.302
0.000	3.000	9.360	91.031	233.918
0.000	2.117	6.743	79.246	194.154
0.000	2.899	9.990	97.363	253.690
0.000	3.000	9.520	92.553	239.150
0.000	2.664	8.409	87.226	220.838
0.000	3.000	9.990	96.769	251.906
0.000	1.869	5.848	74.452	179.168
0.000	2.375	7.639	83.384	207.947
0.000	1.012	2.988	50.051	107.778
0.000	3.000	9.588	93.201	241.204
0.000	1.377	4.020	62.198	142.010
0.028	1.662	9.901	99.701	263.640
0.115	2.241	7.191	81.315	201.050
0.304	3.000	9.990	96.769	251.906
0.331	3.000	9.856	95.580	248.339
0.241	2.808	8.790	88.748	226.070
0.215	1.197	9.900	99.978	266.104
0.156	2.736	8.599	87.987	223.454
0.392	0.424	9.900	99.918	269.076
0.124	3.000	9.722	94.391	244.772
0.000	2.664	8.409	87.226	220.838
0.000	2.736	8.599	87.987	223.454
0.000	1.746	5.430	71.860	171.320
0.000	2.520	8.028	85.453	214.844
0.000	2.744	9.979	97.869	255.316
0.000	2.055	6.519	78.212	190.705
0.000	1.429	4.221	63.685	146.529
0.000	1.326	3.850	60.712	137.492
0.000	1.480	4.423	65.171	151.048
0.000	1.993	6.295	77.045	187.016
0.000	2.055	6.519	78.212	190.705
0.000	1.993	6.295	77.045	187.016
0.000	1.012	2.988	50.051	107.778
0.000	0.773	2.299	40.618	84.980
0.000	0.264	0.718	13.484	19.265
0.029	0.618	1.764	33.721	66.548
0.058	0.929	2.747	46.888	100.168
0.132	0.649	1.852	35.101	70.235
0.349	1.532	4.624	66.657	155.566
0.358	2.055	6.519	78.212	190.705
0.450	2.117	6.743	79.246	194.154
0.258	1.429	4.221	63.685	146.529
0.320	1.869	5.848	74.452	179.168
0.317	1.135	3.358	54.766	119.417
0.000	0.929	2.747	46.888	100.168
0.000	0.414	1.227	23.381	39.952
0.000	0.680	1.964	36.480	73.921
0.000	0.526	1.562	29.583	55.490
0.000	1.429	4.221	63.685	146.529
0.000	0.970	2.865	48.470	103.973
0.000	1.135	3.358	54.766	119.417
0.000	1.480	4.423	65.171	151.048
0.000	0.970	2.865	48.470	103.973
0.000	0.929	2.747	46.888	100.168
0.000	1.012	2.988	50.051	107.778
0.000	0.847	2.523	43.725	92.557
0.000	0.649	1.852	35.101	70.235
0.000	0.587	1.697	32.342	62.862
0.005	0.435	1.294	24.618	43.044
0.126	0.393	1.166	22.144	36.860
0.417	0.068	0.000	0.830	0.367
0.642	0.000	0.000	-0.446	0.000
0.541	0.182	0.442	6.658	7.997
0.721	0.078	0.009	1.258	0.842
0.778	0.089	0.054	1.686	1.318
0.811	0.151	0.322	4.375	4.430
0.716	0.120	0.188	2.971	2.745
0.473	0.037	0.000	0.208	0.000
0.000	0.006	0.000	-0.184	0.000
0.000	0.000	0.000	-0.571	0.000
0.000	0.006	0.000	-0.184	0.000
0.000	0.182	0.442	6.658	7.997
0.000	0.171	0.409	5.897	6.808
0.000	0.192	0.476	7.419	9.186
0.000	0.295	0.886	16.516	24.616
0.000	0.264	0.718	13.484	19.265
0.000	0.264	0.718	13.484	19.265
0.000	0.393	1.166	22.144	36.860
0.000	0.352	1.054	19.671	30.677
0.000	0.311	0.942	17.527	26.400
0.000	0.773	2.299	40.618	84.980
0.000	0.805	2.411	42.144	88.752
0.000	0.556	1.630	30.963	59.176
0.043	0.373	1.110	20.907	33.769
0.152	0.476	1.428	27.091	49.227
0.251	0.455	1.361	25.854	46.136
0.671	0.414	1.227	23.381	39.952
0.493	0.373	1.110	20.907	33.769
0.611	0.587	1.697	32.342	62.862
0.687	0.711	2.076	37.859	77.607
0.479	0.847	2.523	43.725	92.557
0.391	1.012	2.988	50.051	107.778
0.000	0.496	1.495	28.328	52.319
0.000	0.295	0.886	16.516	24.616
0.000	0.352	1.054	19.671	30.677
0.000	0.587	1.697	32.342	62.862
0.000	0.970	2.865	48.470	103.973
0.000	1.012	2.988	50.051	107.778
0.000	1.053	3.111	51.633	111.583
0.000	1.583	4.826	67.972	159.548
0.000	1.377	4.020	62.198	142.010
0.000	1.583	4.826	67.972	159.548
0.000	1.993	6.295	77.045	187.016
0.000	2.241	7.191	81.315	201.050
0.000	1.377	4.020	62.198	142.010
0.000	1.377	4.020	62.198	142.010
0.002	1.429	4.221	63.685	146.529
0.040	1.993	6.295	77.045	187.016
0.093	2.375	7.639	83.384	207.947
0.153	1.971	9.923	99.178	261.261
0.546	2.808	8.790	88.748	226.070
0.527	2.664	8.409	87.226	220.838
0.509	2.736	8.599	87.987	223.454
0.311	1.931	6.072	75.749	183.092
0.177	1.012	2.988	50.051	107.778
0.090	0.587	1.697	32.342	62.862
0.000	2.179	6.967	80.281	197.602
0.000	2.881	8.980	89.509	228.686
0.000	3.000	9.923	96.174	250.123
0.000	2.881	8.980	89.509	228.686
0.000	3.000	9.722	94.391	244.772
0.000	3.000	9.453	91.792	236.534
0.000	2.808	8.790	88.748	226.070
0.000	3.000	9.923	96.174	250.123
0.000	3.000	9.520	92.553	239.150
0.000	2.375	7.639	83.384	207.947
0.000	3.000	9.360	91.031	233.918
0.000	1.507	9.900	99.962	264.829
0.000	3.000	9.856	95.580	248.339
0.000	2.736	8.599	87.987	223.454
0.006	1.869	5.848	74.452	179.168
0.127	2.117	6.743	79.246	194.154
0.351	3.000	9.655	93.796	242.988
0.722	2.375	7.639	83.384	207.947
0.889	2.447	7.838	84.419	211.396
0.972	1.429	4.221	63.685	146.529
0.954	1.687	5.229	70.564	167.396
0.860	2.736	8.599	87.987	223.454
0.712	1.687	5.229	70.564	167.396
0.500	3.000	9.520	92.553	239.150
0.000	3.000	9.360	91.031	233.918
0.000	2.520	8.028	85.453	214.844
0.000	1.532	4.624	66.657	155.566
0.000	0.847	2.523	43.725	92.557
0.000	0.742	2.188	39.239	81.293
0.000	0.352	1.054	19.671	30.677
0.000	0.254	0.678	12.473	17.482
0.000	0.151	0.322	4.375	4.430
0.000	0.182	0.442	6.658	7.997
0.000	0.027	0.000	0.078	0.000
0.000	0.192	0.476	7.419	9.186
0.000	0.130	0.233	3.399	3.221
0.000	0.048	0.000	0.339	0.000
0.000	0.109	0.143	2.542	2.269
0.009	0.000	0.000	-0.600	0.000
0.138	0.000	0.000	-0.600	0.000
0.414	0.000	0.000	-0.600	0.000
0.682	0.000	0.000	-0.600	0.000
0.829	0.000	0.000	-0.600	0.000
0.885	0.000	0.000	-0.600	0.000
0.846	0.000	0.000	-0.315	0.000
0.648	0.000	0.000	-0.600	0.000
0.598	0.000	0.000	-0.446	0.000
0.400	0.000	0.000	-0.315	0.000
0.000	0.037	0.000	0.208	0.000
0.000	0.120	0.188	2.971	2.745
0.000	0.037	0.000	0.208	0.000
0.000	0.058	0.000	0.470	0.000
0.000	0.264	0.718	13.484	19.265
0.000	0.161	0.367	5.136	5.619
0.000	0.393	1.166	22.144	36.860
0.000	0.414	1.227	23.381	39.952
0.000	0.254	0.678	12.473	17.482
0.000	0.435	1.294	24.618	43.044
0.000	0.331	0.998	18.538	28.184
0.000	0.455	1.361	25.854	46.136
0.000	0.373	1.110	20.907	33.769
0.000	0.526	1.562	29.583	55.490
0.000	0.476	1.428	27.091	49.227
0.007	0.254	0.678	12.473	17.482
0.077	0.274	0.774	14.495	21.049
0.161	0.171	0.409	5.897	6.808
0.395	0.233	0.610	10.463	13.943
0.595	0.435	1.294	24.618	43.044
0.418	0.455	1.361	25.854	46.136
0.430	0.331	0.998	18.538	28.184
0.300	0.556	1.630	30.963	59.176
0.086	0.773	2.299	40.618	84.980
0.000	0.618	1.764	33.721	66.548
0.000	1.274	3.727	59.225	132.973
0.000	1.635	5.027	69.268	163.472
0.000	0.711	2.076	37.859	77.607
0.000	0.805	2.411	42.144	88.752
0.000	0.352	1.054	19.671	30.677
0.000	0.254	0.678	12.473	17.482
0.000	0.254	0.678	12.473	17.482
0.000	0.243	0.644	11.462	15.698
0.000	0.243	0.644	11.462	15.698
0.000	0.192	0.476	7.419	9.186
0.000	0.192	0.476	7.419	9.186
0.000	0.068	0.000	0.830	0.367
0.000	0.000	0.000	-0.576	0.000
0.008	0.476	1.428	27.091	49.227
0.140	0.526	1.562	29.583	55.490
0.446	0.773	2.299	40.618	84.980
0.688	0.526	1.562	29.583	55.490
0.777	0.496	1.495	28.328	52.319
0.852	0.496	1.495	28.328	52.319
0.805	0.435	1.294	24.618	43.044
0.683	0.393	1.166	22.144	36.860
0.449	0.393	1.166	22.144	36.860
0.140	0.331	0.998	18.538	28.184
0.000	0.526	1.562	29.583	55.490
0.000	0.742	2.188	39.239	81.293
0.000	0.352	1.054	19.671	30.677
0.000	0.285	0.830	15.505	22.833
0.000	0.285	0.830	15.505	22.833
0.000	0.742	2.188	39.239	81.293
0.000	0.254	0.678	12.473	17.482
0.000	1.532	4.624	66.657	155.566
0.000	0.773	2.299	40.618	84.980
